word,meaning,order,numbering
482,군의 우두머리로 군을 지휘하고 통솔하는 무관.,1,482_1
483,"주의나 주장, 사물의 존재, 효능 따위를 많은 사람이 알고 이해하도록 잘 설명하여 널리 알리는 일.",1,483_1
484,사랑하고 좋아함.,1,484_1
485,한 점에서 갈리어 나간 두 직선의 벌어진 정도. ,1,485_1
485,생각의 방향이나 관점.,2,485_2
486,"의론, 고찰을 하여 얻어진 최종적인 판단, 의견.",1,486_1
487,장사를 직업으로 하는 사람.,1,487_1
488,일정한 시설을 갖추고 물건을 파는 곳.,1,488_1
489,"물건, 시간, 힘, 에너지 등을 써서 줄이거나 없앰.",1,489_1
490,"어떤 사람에게 자기 집, 모임, 행사 등에 참석하도록 요청함. ",1,490_1
490,접대하다. ,2,490_2
490,접대원.,3,490_3
491,상태나 정도가 매우 깊고 중대함. ,1,491_1
491,"인상, 느낌, 상처 등이 강렬하다. 깊다. ",2,491_2
491,깊이가 있다.,3,491_3
492,흔들려 움직임. ,1,492_1
492,냄새 따위가 매우 심하게 남.,2,492_2
493,전류가 단위 시간에 하는 일. 또는 단위 시간에 사용되는 에너지의 양.,1,493_1
494,어떤 일에 온 정성을 다하여 골똘하게 힘씀. 또는 그런 마음.,1,494_1
495,어떤 물건이나 사건이 존재했던 과거의 일정한 시기. ,1,495_1
495,시간의 흐름을 일정한 단위로 구획한 기간. ,2,495_2
495,연령대. 연령층. 세대.,3,495_3
496,관청에서 일하는 사람. ,1,496_1
496,(‘관료적’의 꼴로) 공무원처럼 태도나 일하는 방식이 사무적이거나 경직되어 있음.,2,496_2
497,벌어진 일의 형편과 모양. ,1,497_1
497,경치. 풍경. ,2,497_2
497,쯤. 정도.,3,497_3
498,둘 이상의 것을 합쳐서 하나를 이룸.,1,498_1
499,빛깔. ,1,499_1
499,성향. 경향.,2,499_2
500,사람이 죽음.,1,500_1
501,얼마 되지 않는 것.,1,501_1
502,대하는 태도가 정성스럽고 정다움. ,1,502_1
502,친밀함. 친근감. 친밀한 느낌.,2,502_2
503,인간 세계의 모든 사람.,1,503_1
504,땅속에서 천연으로 나는 탄화수소를 주성분으로 하는 가연성 액체,1,504_1
505,"색채, 영상 등이 산뜻하고 뚜렷함. ",1,505_1
505,"태도, 노선 등이 분명함.",2,505_2
506,어떤 원리에 따라 부분들이 짜임새 있게 조직되어 있는 전체.,1,506_1
507,움직이던 것이 멈춤. ,1,507_1
507,이루어지거나 일어나던 일이 일어나지 못하게 함.,2,507_2
508,"두 선, 생각, 일 등이 나란함. ",1,508_1
508,병행(竝行). ,2,508_2
508,동급.,3,508_3
509,나라와 나라 사이에 서로 물품을 매매하는 일.,1,509_1
510,명백하고 확실함. ,1,510_1
510,명확히 하다.,2,510_2
511,"법률, 명령, 약속 따위를 지키지 않고 어김.",1,511_1
512,성질이나 종류에 따라 차이가 남. ,1,512_1
512,성질이나 종류에 따라 갈라놓음.,2,512_2
513,그때까지 또는 그 이전에 성립되던 상태를 이어 가는 것.,1,513_1
514,어떤 물건을 만드는 데 들어가는 재료.,1,514_1
515,"먼 옛 시대. 현대, 근대는 물론 중세보다 이전의 시대.",1,515_1
516,상점 따위에 물건을 사러 오는 손님. ,1,516_1
516,단골 손님.,2,516_2
517,사물의 본질이나 본바탕. ,1,517_1
517,"자라 온 환경, 혈통, 본래의 됨됨이. ",2,517_2
517,중요하다. 근본적이다. ,3,517_3
517,근본적으로. 철저히. 완전히. ,4,517_4
517,본래. 원래. 시종. 줄곧. 여태껏. 처음부터 끝까지. ,5,517_5
517,전혀. 전연. 도무지. 아예.,6,517_6
518,자기 일을 스스로 다스림.,1,518_1
519,한 나라의 중앙 정부가 있는 도시.,1,519_1
520,물체를 밀어 앞으로 내보냄. ,1,520_1
520,목표를 향하여 밀고 나아감. ,2,520_2
520,진격하다. 밀고 나아가다. ,3,520_3
520,밀어넣다.,4,520_4
521,권력이나 기세의 힘. ,1,521_1
521,어떤 속성이나 힘을 가진 집단.,2,521_2
522,새로운 것을 만들어 냄. ,1,522_1
522,거짓으로 지어냄. 또는 그렇게 지어낸 것.,2,522_2
523,일정한 조건이나 환경 따위에 맞추어 응하거나 알맞게 됨.,1,523_1
524,차이가 없이 똑같음. ,1,524_1
524,다른 것이 아니라 하나임.,2,524_2
525,"급속한 화학 반응에 의해 다량의 가스, 열, 빛, 소리, 충격파 등이 한꺼번에 발생하여 파괴 작용을 일으키는 현상. ",1,525_1
525,억눌려 있던 것이 한꺼번에 밖으로 나옴. ,2,525_2
525,발발하다. 갑자기 일어나다.,3,525_3
526,여러 부분이 결합되어 이루어진 것을 그 낱낱으로 나눔. ,1,526_1
526,화합물이 둘 이상의 구성 물질로 나뉨. ,2,526_2
526,와해되다. 분열하다. ,3,526_3
526,설명하다. 해명하다. 변명하다.,4,526_4
527,고쳐서 바르게 함.,1,527_1
528,서로 맞닿음. ,1,528_1
528,가까이 대하고 교류함.,2,528_2
529,개인이나 단체가 의견이나 방침을 공적으로 표명함. 또는 그 말.,1,529_1
530,큰 전쟁.,1,530_1
531,"세력, 재산, 권위, 영향력이 있음. ",1,531_1
531,가능성이 높음. ,2,531_2
531,강하다. 강력하다.,3,531_3
532,"막을 열거나 올린다는 뜻으로, 연극이나 음악회, 행사 따위를 시작함. ",1,532_1
532,어떤 시대나 상황의 시작을 비유적으로 이르는 말.,2,532_2
533,깨달음. ,1,533_1
533,앞으로 해야 할 일이나 겪을 일에 대한 마음의 준비.,2,533_2
534,일이 되어 가는 경로.,1,534_1
535,일정한 곳에 자리를 잡고 머물러 삶,1,535_1
536,아무런 인과 관계가 없이 뜻하지 아니하게 일어남. ,1,536_1
536,이따금. 가끔.,2,536_2
537,오랫동안 누적된 변형 에너지가 갑자기 방출되면서 지각이 흔들리는 일.,1,537_1
538,장사나 사업 따위의 기본이 되는 돈. ,1,538_1
538,어떤 일을 하는 데 바탕이 되는 것을 비유적으로 이르는 말.,2,538_2
539,정치적인 주의나 주장이 같은 사람들이 정권을 잡고 정치적 이상을 실현하기 위하여 조직한 단체.,1,539_1
540,"의견이나 처지, 속성 따위가 서로 반대되거나 모순됨. 또는 그런 관계.",1,540_1
541,수많은 사람의 무리.,1,541_1
542,대자연의 넓고 큰 땅.,1,542_1
543,지나감. ,1,543_1
543,"시험, 검사, 심의 등에서 조건을 충족시켜 합격하거나 승인됨.",2,543_2
544,기계를 작동시키는 힘이나 에너지. ,1,544_1
544,어떤 일을 발전시키고 밀고 나가는 힘.,2,544_2
545,"농작물에 해로운 벌레, 병균, 잡초 따위를 없애거나 농작물이 잘 자라게 하는 약품.",1,545_1
546,법규를 어기고 잘못을 저지름. 또는 그 저지른 잘못.,1,546_1
547,전쟁이나 싸움에 사용되는 기구. ,1,547_1
547,어떤 일을 하거나 이루기 위한 중요한 수단이나 도구를 비유적으로 이르는 말.,2,547_2
548,기관이나 조직에서 한 부(部)의 우두머리.,1,548_1
549,물체를 누르는 힘. ,1,549_1
549,권력이나 세력에 의하여 타인을 자기 의지에 따르게 하는 힘. 또는 타인이나 외부의 요인으로부터 느끼는 힘.,2,549_2
550,대기의 압력.,1,550_1
551,둘 이상의 것이 합쳐져 하나가 됨. ,1,551_1
551,부부가 되다. 결혼하다.,2,551_2
552,국가적이나 사회적으로 인정된 공적인 방식. ,1,552_1
552,계산의 법칙 따위를 문자와 기호로 나타낸 식. ,2,552_2
552,일반 법칙.,3,552_3
553,"소유하고 있는 돈, 부동산 등 경제적 가치가 있는 것. ",1,553_1
553,소중한 것을 비유적으로 이르는 말.,2,553_2
554,가볍게 여길 수 없을 만큼 매우 중요하고 큼.,1,554_1
555,가까이 다가가다. ,1,555_1
555,비슷하다. 가깝다. 근접하다. 대동소이 하다.,2,555_2
556,매우 넓은 육지.,1,556_1
557,일이나 조건 따위에 꼭 알맞음. ,1,557_1
557,부합하다. 합치되다.,2,557_2
558,다른 것에 영향을 받아 어떤 현상이 나타남. 또는 어떤 현상을 나타냄. ,1,558_1
558,빛이 반사하여 비침. ,2,558_2
558,보고하다. ,3,558_3
558,불평하다. 불만을 표현하다. 비판하다. 충고하다.,4,558_4
559,일정한 범위에 흩어져 퍼져 있음.,1,559_1
560,행성의 주위를 도는 천체. ,1,560_1
560,인공위성. ,2,560_2
560,다른 것에 딸려 있는 부수적인 것을 비유적으로 이르는 말.,3,560_3
561,확실하게 정함. ,1,561_1
561,(‘확정적’의 꼴로) 명확하다. 확고하다. 확실하다.,2,561_2
562,가엾고 불쌍함. ,1,562_1
562,볼품없다. 초라하다. 형편없다. ,2,562_2
562,동정하다. ,3,562_3
562,지켜주고 싶어질 듯한 사랑스러움. 귀여움. 애처로움.,4,562_4
563,대기 중에서 일어나는 물리적인 현상. ,1,563_1
563,기상(氣像). 기백. 기세. ,2,563_2
563,정경. 경치. 모습. 상황. 분위기. ,3,563_3
563,기상(氣相). 징조,4,563_4
564,마땅히 하여야 할 일. ,1,564_1
564,무보수의. 무료의.,2,564_2
565,사물의 생김새나 모양. ,1,565_1
565,"구성체가 가지고 있는 짜임새, 구조, 배열 등의 특징.",2,565_2
566,어떤 기준에 따라 구별하여 다르게 취급함. ,1,566_1
566,차이. 다른 점. 차.,2,566_2
567,사물이나 현상이 가지고 있는 고유의 특성. ,1,567_1
567,사람이 지닌 마음의 본바탕. ,2,567_2
567,화. 분. 분노.,3,567_3
568,땅의 생긴 모양이나 형세.,1,568_1
569,어떤 일이나 행동을 일으키게 하는 계기.,1,569_1
570,동쪽과 남쪽 사이의 방향이나 지역.,1,570_1
571,"권리, 의무, 자격 등이 차별 없이 고르고 한결같음.",1,571_1
572,어떤 것에 대해 겁내지 않고 씩씩하게 대하는 마음.,1,572_1
573,지혜와 재능이 뛰어나고 용맹하여 보통 사람이 하기 어려운 일을 해내는 사람. ,1,573_1
573,(‘영웅적’의 꼴로) 영웅답게 훌륭한 일을 해내는 성질.,2,573_2
574,(주로 문서의 내용 따위를) 고쳐 바르게 함.,1,574_1
575,진리를 추구하기 위해 이론을 세워서 체계적으로 연구하는 활동. ,1,575_1
575,체계적으로 배워서 익힘. 또는 그런 지식.,2,575_2
576,"군대, 탐험대 따위의 활동의 기점이 되는 근거지.",1,576_1
577,"군대, 군비, 전쟁 따위와 같은 군에 관한 일.",1,577_1
578,어떤 일을 하거나 하지 않는 것을 자신의 의지에 따라 결정할 수 있는 자격.,1,578_1
579,긴요하고 급함.,1,579_1
580,하나하나가 따로 나뉘어 있음. ,1,580_1
580,일부의. (극)소수의.,2,580_2
581,사람이 의지를 가지고 하는 짓.,1,581_1
582,"자신이 한 행위에 대해, 그렇게 하지 않는 것이 더 좋았을 것이라고 생각함.",1,582_1
583,제국의 군주,1,583_1
584,"어떤 일이나 의논, 의견을 뒷받침하는 근본. ",1,584_1
584,"어떤 일이나 의논, 의견의 근본으로 삼음. ",2,584_2
584,근거지. 거점.,3,584_3
585,식사를 하기에 편리하도록 설비하여 놓은 방 ,1,585_1
585,음식을 만들어 손님들에게 파는 가게.,2,585_2
586,"위로부터 아래로, 또는 아래로부터 위로 움직이거나 뻗어 있음. ",1,586_1
586,두 직선이나 두 면이 직각을 이룸.,2,586_2
587,잠을 잠. ,1,587_1
587,활동을 쉬는 상태를 비유적으로 이르는 말. 휴면(休眠).,2,587_2
588,다른 나라의 영토를 군사적 지배하에 둠. ,1,588_1
588,점거(占據).,2,588_2
589,"남의 인격, 사상, 행위 따위를 받들어 공경함.",1,589_1
590,재산을 잃거나 불이익을 당함. 또는 그 불이익. ,1,590_1
590,해를 끼치다. 손상시키다. 해치다. 침해하다.,2,590_2
591,적도에 가까워서 매우 더운 지대.,1,591_1
592,"끝, 한계가 없음.",1,592_1
593,즐겁고 상쾌함.,1,593_1
594,"도량이나 능력, 업적 따위가 뛰어나고 훌륭함.",1,594_1
595,일정한 범위의 어느 지역. ,1,595_1
595,땅의 한 줄기.,2,595_2
596,어떤 것의 의미를 풀어서 이해하거나 설명함. 또는 그 설명. ,1,596_1
596,해명하다. 변명하다. 설명하다.,2,596_2
597,조직에서 지도적인 위치에 있는 사람.,1,597_1
598,대기(大氣)의 온도.,1,598_1
599,하늘과 땅 사이의 빈 곳. ,1,599_1
599,"무선 방송, 무선 통신을 통한.",2,599_2
600,못마땅한 생각이나 반대의 뜻을 주장함. 또는 그 주장.,1,600_1
601,물건을 만듦. ,1,601_1
601,어떤 목적을 위하여 미리 일을 꾸밈. ,2,601_2
601,일. 노동. ,3,601_3
601,임무. 업무. ,4,601_4
601,직업. 일자리.,5,601_5
602,"곤충류에 속하는 절족 동물의 총칭. 나비, 잠자리, 개미 등",1,602_1
603,줄여서 작게 함.,1,603_1
604,태어남.,1,604_1
605,남의 몸에 상처를 내어 해를 끼침. ,1,605_1
605,상처를 주다.,2,605_2
606,사라져 없어짐. ,1,606_1
606,없애다. 인멸하다. 박멸하다.,2,606_2
607,어떤 지역의 서쪽 부분. ,1,607_1
607,미국의 서쪽 지방.,2,607_2
608,함부로 쓰지 아니하고 꼭 필요한 데만 써서 아낌.,1,608_1
609,땅바닥. ,1,609_1
609,건물의 바닥. 마루. ,2,609_2
609,행정구역. 지역. 관내. ,3,609_3
609,현지. 그 고장. ,4,609_4
609,땅. 토지.,5,609_5
610,어떤 현상을 종합적으로 한눈에 알아보기 쉽게 일정한 체계에 따라 숫자로 나타냄. 또는 그런 것. ,1,610_1
610,합산. 총계.,2,610_2
611,목적한 곳이나 수준에 다다름. ,1,611_1
611,도착하다.,2,611_2
612,책을 읽음. ,1,612_1
612,공부하다.,2,612_2
613,주된 산업이 농업인 마을이나 지역.,1,613_1
614,행복하지 않음. ,1,614_1
614,사망.,2,614_2
615,전투에 필요한 무기 등의 장비를 갖춤. 또는 그 장비. ,1,615_1
615,"어떤 일에 필요한 마음이나 사상, 기술이나 장비 따위를 단단히 갖춤을 비유적으로 이르는 말. ",2,615_2
615,군대. 군사(軍事). 무력.,3,615_3
616,국가나 사회를 구성하는 일반 국민. 피지배 계급으로서의 일반 대중.,1,616_1
617,말이나 글의 속뜻. ,1,617_1
617,어떤 사실이나 행위 따위가 갖는 중요성이나 가치.,2,617_2
618,각각의 사람. 사람들 각각.,1,618_1
619,학문이나 기술의 일정한 내용을 체계적으로 설명하여 가르침. ,1,619_1
619,강의안. 강의록.,2,619_2
620,수량 및 공간의 성질에 관하여 연구하는 학문.,1,620_1
621,살아남음.,1,621_1
622,"자연적, 또는 인위적으로 한정된 일정 구역.",1,622_1
623,혼란 없이 일이 순조롭게 체계적으로 이루어지는 상태.,1,623_1
624,군대 조직 체계 내의 한 단위. ,1,624_1
624,어떠한 공통의 목적을 위하여 한데 모여 행동을 취하는 무리. ,2,624_2
624,군대.,3,624_3
625,하나였던 것이 여럿으로 나뉨.,1,625_1
572,물건을 담는 그릇.,1,572_1
627,어떤 일에 대한 견해나 생각. ,1,627_1
627,단념. 각오.,2,627_2
628,"기온, 비, 눈, 바람 따위의 대기(大氣) 상태. ",1,628_1
628,정세. 동향. 분위기. 환경. ,2,628_2
628,성과. 결과. 성취.,3,628_3
629,형법의 적용을 받는 사건. ,1,629_1
629,범죄의 수사 및 범인의 체포를 직무로 하는 사복(私服) 경찰관.,2,629_2
630,"조상의 전통, 문화, 업적 따위를 물려받아 이어 나감. ",1,630_1
630,선임자의 자리를 이어받음. ,2,630_2
630,(재산을) 상속하다. 물려받다.,3,630_3
631,"개인, 가계, 기업 따위의 경제 상태. ",1,631_1
631,국가 또는 지방 자치 단체가 행정 활동이나 공공 정책을 시행하기 위하여 자금을 만들어 관리하고 이용하는 경제 활동.,2,631_2
632,적은 수효.,1,632_1
633,국가 간의 권리와 의무를 국가 간의 합의에 따라 법적 구속을 받도록 규정하는 행위. 또는 그런 조문.,1,633_1
634,사람의 몸.,1,634_1
635,"어떤 장소, 단계, 상태에 들어감.",1,635_1
636,격식이나 원칙을 제대로 갖춘 방식.,1,636_1
637,전기장이나 도체 안에 있는 두 점 사이의 전기적인 위치 에너지 차.,1,637_1
638,꼭 있어야 하거나 하여야 함.,1,638_1
639,"수효, 무게 따위의 많고 적음이나 부피의 크고 작은 정도. ",1,639_1
639,무게. 중량. ,2,639_2
639,무게감. 중량감. 중요성. 의의. 가치. 비중.,3,639_3
640,군대에서 장교의 지휘를 받는 군인.,1,640_1
641,뛰어나거나 색다른 점이 없이 보통임.,1,641_1
642,혹시 있을지도 모르는 뜻밖의 경우. ,1,642_1
642,혹시라도. 만에 하나. 만약. ,2,642_2
642,만분의 일. 매우 적은 수량.,3,642_3
643,윗사람이나 상위 조직이 아랫사람이나 하위 조직에 무엇을 하게 함. 또는 그런 내용.,1,643_1
644,기세가 몹시 사납고 세참. ,1,644_1
644,"약, 술 등의 농도가 높고 진함.",2,644_2
645,앞으로 일어날 일을 미리 알림. 또는 그런 보도.,1,645_1
646,"사물이나 현상을 관찰할 때, 그 사람이 보고 생각하는 태도나 방향 또는 처지.",1,646_1
647,군대에서 군사와 관련된 일에 종사하는 사람.,1,647_1
648,국가의 기본 이념과 원칙을 정한 최고의 권위를 지니는 법.,1,648_1
649,들이 적고 산이 많은 지대.,1,649_1
650,있는 곳. ,1,650_1
650,장소. 곳.,2,650_2
651,"이쪽과 저쪽이 상대에게 대하여, 또는 함께 어떤 행위를 하는 것. ",1,651_1
651,번갈아. 교대로.,2,651_2
652,국무총리. 내각의 우두머리.,1,652_1
653,높이어 귀중하게 대함. ,1,653_1
653,점잖다. 엄숙하고 무게가 있다.,2,653_2
654,전기의 흐름.,1,654_1
655,의사나 의견을 같이함. ,1,655_1
655,같은 의미.,2,655_2
656,한쪽의 양이나 수가 증가하는 만큼 그와 관련 있는 다른 쪽의 양이나 수도 증가함. ,1,656_1
656,비중. ,2,656_2
656,비율.,3,656_3
657,나눠줌. 배분. ,1,657_1
657,배치하다. 배정하다. 할당하다.,2,657_2
658,나무로 된 재료.,1,658_1
