word,meaning,order,numbering
651,轮流、交替。,2,651_2
652,中央政府首脑的名称之一。另外，有的政党社团的领导人也称总理。,1,652_1
653,敬重；重视。 ,1,653_1
653,庄重；自重。,2,653_2
654,定向流动的电荷。电流通过导体会产生热效应、磁效应、化学效应、发光效应等。,1,654_1
655,赞成；准许。 ,1,655_1
655,同样的意义。,2,655_2
656,一种事物受他事物影响，而随之增减升降的关系。 ,1,656_1
656,一种事物在整体中所占的分量。 ,2,656_2
656,两个同类数相互比较，其中一个数是另一个数的几倍或几分之几。,3,656_3
657,按一定标准分（东西）。 ,1,657_1
657,安排；分派。,2,657_2
658,树木被砍伐后，经初步加工，可供建筑及制造器物用的材料。,1,658_1
