meaning,example,order,word,numbering
300_2,新製品は消費者の歓迎を受けた。,2,300,300_2_2
300_2,彼は我々の提案を両手を挙げて歓迎した。,3,300,300_2_3
301_1,新聞/雑誌/写真/報道/取材/校閲/専門/出入り/文化部 記者,1,301,301_1_1
301_1,記者 会見/懇談会,2,301,301_1_2
301_1,記者を派遣する,3,301,301_1_3
301_1,記者にインタビューを受ける,4,301,301_1_4
301_1,記者たちの 取材競争/熱気 がすごい。,5,301,301_1_5
302_1,共同 生活/住宅/運営/対応/開催/代表/記者会見,1,302,302_1_1
302_1,共同で 生活する/対応する/経営する/準備する/利用する,2,302,302_1_2
302_1,共同の利益を追求する,3,302,302_1_3
303_1,化学/物理/培養/心理/臨床/人体/動物 実験,1,303,303_1_1
303_1,実験を通して 検証する/明らかにする,2,303,303_1_2
303_1,実験用 薬品/試料/設備,3,303,303_1_3
303_1,実験室/実験衣,4,303,303_1_4
303_2,新たな/ 斬新な/ 破格の 実験,1,303,303_2_1
303_2,彼は今度の小説で新たな技法を実験した。,2,303,303_2_2
303_2,議院内閣制実験が失敗に帰した,3,303,303_2_3
303_2,実験的,4,303,303_2_4
304_1,学歴/現実/実力/金銭 重視の風潮,1,304,304_1_1
304_1,面接では人柄を重視する。,2,304,304_1_2
304_1,最近の教育では単純知識よりも創造力を重視する。,3,304,304_1_3
305_1,情勢/状況/構造/成分/化学/地形 分析,1,305,305_1_1
305_1,鉱石が含有する成分を分析する,2,305,305_1_2
305_1,事態/情勢 を 正確に/緻密に 分析して対応する,3,305,305_1_3
305_1,政府は工業廃水が河川汚染の主な原因だと分析している。,4,305,305_1_4
305_1,この物質の分析には時間が長くかかる。,5,305,305_1_5
305_1,分析に 没頭/熱中 する,6,305,305_1_6
306_1,帽子を かぶる/着用する/脱ぐ/かぶせる,1,306,306_1_1
306_1,登山帽/野球帽/麦わら帽子,2,306,306_1_2
306_1,帽子を脱いで 挨拶する/敬意を表する,3,306,306_1_3
306_2,煮込み料理に鍋帽子を活用する,1,306,306_2_1
306_3,〔批判は事実に符合して内容があるべきで、むやみにレッテルをつけてはいけない。〕,1,306,306_3_1
307_1,家庭/予防/基礎/臨床/西洋/東洋/代替 医学,1,307,307_1_1
307_1,医学 博士/研究/実験,2,307,307_1_2
307_1,医学の発展で寿命が伸びる,3,307,307_1_3
308_1,サークル/サッカークラブ/ 労働組合/ 政党/ 保険 に加入する,1,308,308_1_1
308_1,加入費/入会費,2,308,308_1_2
308_1,新たに加入した会員,3,308,308_1_3
308_2,〔調味料と塩を入れてよく混ぜる。〕,1,308,308_2_1
309_1,問題/矛盾/事件/労資紛糾/葛藤/疑問/懸案 を解決する,1,309,309_1_1
309_1,未解決 事件/問題,2,309,309_1_2
309_1,問題解決に あたる/積極的だ/消極的だ,3,309,309_1_3
309_2,〔残党を全て掃蕩した。〕,1,309,309_2_1
310_1,真理/利潤/利益/営利/理想 追求,1,310,310_1_1
310_1,人間は 幸福/自由 を追求する権利がある。,2,310,310_1_2
310_1,人々が追求する理想は皆それぞれだ。,3,310,310_1_3
310_2,〔彼はずっと諦めずにその女性を追い続けた。〕,1,310,310_2_1
311_1,透明な 液体/ビニール,1,311,311_1_1
311_1,湖の水が透明で水中の魚たちがよく見える。,2,311,311_1_2
311_2,事の処理が透明だ,1,311,311_2_1
311_2,内部情報/事件の全貌/予算の内訳/資金状況 が透明になるよう公開する,2,311,311_2_2
311_2,透明性/透明度,3,311,311_2_3
312_1,国家 建設/安全保障(安保)/統治/代表,1,312,312_1_1
312_1,国家の繁栄と安寧を 祈る/祈願する,2,312,312_1_2
312_1,国家が進める事業,3,312,312_1_3
312_1,国家のために献身する,4,312,312_1_4
312_1,国家レベルの 事業/キャンペーン/計画,5,312,312_1_5
313_1,多少の差はあるが、皆厳しい状況だ。,1,313,313_1_1
313_1,金額の 大小/多少 にかかわらず、配達いたします。,2,313,313_1_2
313_2,彼は多少興奮した声で言った。,1,313,313_2_1
313_2,彼の言葉は多かれ少なかれ一理がある。,2,313,313_2_2
313_2,明日から何日かの間、多少寒いようだ。,3,313,313_2_3
313_3,〔これ、いくらですか？〕,1,313,313_3_1
313_3,〔会議に参加した人は何人ですか？〕,2,313,313_3_2
314_1,辛辣な批判を する/加える/浴びせる,1,314,314_1_1
314_1,周囲から 厳しい/辛辣な/ひどい 批判を浴びる,2,314,314_1_2
314_1,社会/階級 の矛盾を批判する,3,314,314_1_3
314_1,彼は私の意見に批判的だ。,4,314,314_1_4
314_1,批判的に 受容する/継承する,5,314,314_1_5
314_1,主張/態度 を批判する,6,314,314_1_6
315_1,肌/皮膚 の 美容/保湿剤/管理,1,315,315_1_1
315_1,乾性/脂性 皮膚,2,315,315_1_2
315_1,紫外線から皮膚を保護する,3,315,315_1_3
315_1,日に焼けて皮膚が赤くなった,4,315,315_1_4
315_1,彼は皮膚が 柔らかい/なめらかだ/白い/日光に敏感だ。,5,315,315_1_5
316_1,優秀な 作品/学生/選手/人材,1,316,316_1_1
316_1,優秀な成績で合格する,2,316,316_1_2
316_1,成績が優秀な/実力がある 学生を選抜する,3,316,316_1_3
316_1,優秀な人材を 探す/求める,4,316,316_1_4
317_1,椅子に 座る/腰掛ける,1,317,317_1_1
317_1,椅子を机の上にあげておく,2,317,317_1_2
317_1,椅子を持ってきて座れ。,3,317,317_1_3
317_1,椅子が足りない,4,317,317_1_4
317_2,教授の椅子が空く,1,317,317_2_1
318_1,作戦を 組む/立てる/遂行する/決行する,1,318,318_1_1
318_1,軍事/上陸/奇襲 作戦,2,318,318_1_2
318_1,作戦 会議/参謀/地域,3,318,318_1_3
318_2,相手チームの作戦を見破る,1,318,318_2_1
318_2,見事な作戦で試合に勝った。,2,318,318_2_2
318_2,我がチームは守備を固めつつ機会を伺って奇襲する作戦で勝利した。,3,318,318_2_3
318_2,明確な作戦もなしに試合に出れば十中八九負けるだろう。,4,318,318_2_4
318_3,〔敵軍と戦う〕,1,318,318_3_1
318_3,〔彼は戦闘で何度も負傷した。〕,2,318,318_3_2
319_1,長さ/重さ/電圧 の単位,1,319,319_1_1
319_1,日本の通貨単位は円である。,2,319,319_1_2
319_1,単位を統一する,3,319,319_1_3
319_2,クラス単位で参加する,1,319,319_2_1
319_2,道/省/県/郡 単位で国民の代表を選出する,2,319,319_2_2
319_3,〔行政部署〕,1,319,319_3_1
319_3,〔張君は我々の部署で最も優秀な職員だ。〕,2,319,319_3_2
319_4,規定の単位を修得する,1,319,319_4_1
319_4,卒業するには100単位を履修しなければならない。,2,319,319_4_2
320_1,要求 事項/条件,1,320,320_1_1
320_1,賃金値上げを要求する,2,320,320_1_2
320_1,要求に 応じる/答える/応える,3,320,320_1_3
320_1,要求を 受け入れる/受容する,4,320,320_1_4
320_1,先生は学生全員が宿題を完成させることを要求した。,5,320,320_1_5
320_1,労働者たちは失業対策を立てて欲しいと政府に要求した。,6,320,320_1_6
321_1,制度/政治/経済/社会/税制 改革,1,321,321_1_1
321_1,改革 政策/政党/集団/勢力,2,321,321_1_2
321_1,誤った制度と慣行を改革する。,3,321,321_1_3
321_1,教育制度を学生中心で改革する,4,321,321_1_4
321_1,企業が改革後に活力を取り戻した。,5,321,321_1_5
321_1,改革には抵抗と犠牲が伴うものだ。,6,321,321_1_6
322_1,品質/制度/関係/体質/勤務環境 改善,1,322,322_1_1
322_1,生活習慣/生活態度/勤務条件 を改善する,2,322,322_1_2
322_1,まだ改善の余地がある。,3,322,322_1_3
323_1,建国/発病/胃癌/戦国時代 初期,1,323,323_1_1
323_1,病気を初期に発見する,2,323,323_1_2
323_1,反乱を初期に鎮圧する,3,323,323_1_3
324_1,水分が 蒸発する/不足している/豊富だ,1,324,324_1_1
324_1,水分を 補充する/供給する,2,324,324_1_2
324_1,このりんごは新鮮で、水分が多い。,3,324,324_1_3
324_2,〔その雑誌が報道した内容の中には、誇張や浮雲をつかむような荒唐無稽な話が多い。〕,1,324,324_2_1
325_1,天体望遠鏡,1,325,325_1_1
325_1,天体を観測する,2,325,325_1_2
325_1,太陽系を構成する天体,3,325,325_1_3
326_1,秘密を 守る/維持する/漏らす/口外する/暴露する,1,326,326_1_1
326_1,秘密にする,2,326,326_1_2
326_1,秘密が漏れ出る,3,326,326_1_3
326_2,宇宙/ブラックホール/ピラミッド/生命 の秘密を 探求する/明らかにする,1,326,326_2_1
326_2,この世にはまだ科学によって明らかにされていない秘密が多い。,2,326,326_2_2
326_3,秘密の 恋愛/文書/会談/アジト/空間/兵器；秘密文書、秘密兵器,1,326,326_3_1
326_3,我々は張君のために誕生日パーティーを秘密で準備した。,2,326,326_3_2
327_1,故宮/登山路/国立公園/キャンパス/図書館 を一般市民に開放する,1,327,327_1_1
327_1,この公園の開放時間は午前９時から午後５時までだ。,2,327,327_1_2
327_2,開放政策,1,327,327_2_1
327_2,外国に 門戸/市場 を開放する,2,327,327_2_2
327_3,性格/思想/意識/思考方式 が開放的だ,1,327,327_3_1
327_3,図書館/閲覧室 を開放的に運営する,2,327,327_3_2
327_4,〔梅は冬に咲く。〕,1,327,327_4_1
328_1,自律/夜間/暗記式 学習,1,328,328_1_1
328_1,学習 態度/方法/能率,2,328,328_1_2
328_1,英語/外国語 を学習する,3,328,328_1_3
328_1,私は中国語を学習して３年になる。,4,328,328_1_4
328_1,後天的に学習する,5,328,328_1_5
329_1,感情 労働/問題,1,329,329_1_1
329_1,感情を 顕わにする/表現する/抑圧する/純化する,2,329,329_1_2
329_1,感情が 傷つく/豊かだ/乾く/湧き上がる,3,329,329_1_3
329_1,感情的に対応する,4,329,329_1_4
329_1,公的な事を感情的に処理しては困る。,5,329,329_1_5
329_2,〔彼は上海に来て10年がたち、上海に対して深い愛着がある。〕,1,329,329_2_1
330_1,事情は こうだ/複雑だ。,1,330,330_1_1
330_1,事情を説明する,2,330,330_1_2
330_2,〔事件が発生したら面倒なことになる。〕,1,330,330_2_1
330_3,〔会社の働き口を見つけた。〕,1,330,330_3_1
330_4,〔私はちょっと用があります。〕,1,330,330_4_1
330_4,〔最近用が多すぎて、休む暇がなかった。〕,2,330,330_4_2
330_5,〔助けて/見て もらえないかと頼む〕,1,330,330_5_1
331_1,奴婢/運動選手/東京/北京大学/農村/貧農 出身,1,331,331_1_1
331_1,出身 地域/学校/大学,2,331,331_1_2
331_1,出身より実力を重視する,3,331,331_1_3
331_1,あなたはどこの出身ですか？,4,331,331_1_4
331_2,〔彼は 労働者/知識人 家庭の出身だ。〕,1,331,331_2_1
332_1,肉体/精神/賃金/奴隷/夜間 労働,1,332,332_1_1
332_1,労働 時間/組合/政策,2,332,332_1_2
332_1,労働の対価として賃金をもらう,3,332,332_1_3
332_2,(肉体)労働で生計を立てる,1,332,332_2_1
332_2,労働現場で一人前に育つ,2,332,332_2_2
332_2,肉体労働者,3,332,332_2_3
333_1,危険 物質/人物/手当/地域,1,333,333_1_1
333_1,危険に陥る/危険に備える/危険を顧みない,2,333,333_1_2
333_1,危険を冒す,3,333,333_1_3
333_1,雪道でのスピードの出しすぎは危険だ。,4,333,333_1_4
333_1,高危険性 疾病/投資,5,333,333_1_5
334_1,血液 循環/検査/銀行,1,334,334_1_1
334_1,血液を供給する,2,334,334_1_2
334_1,私は血液型がA型だ。,3,334,334_1_3
335_1,一定の 温度/湿度/速度/条件/体重 を維持する,1,335,335_1_1
335_1,この薬は毎日一定の分量を服用しなければならない。,2,335,335_1_2
335_1,一定した収入がない。,3,335,335_1_3
335_1,倉庫の中は湿度が一定している。,4,335,335_1_4
335_2,この仕事をするためには一定の時間が必要だ。,1,335,335_2_1
335_2,成績/点数 が一定の水準に到達すれば次の段階に進む。,2,335,335_2_2
335_3,〔我々は明日必ずここを離れよう。〕,1,335,335_3_1
336_1,細胞 構造/分裂/生物学,1,336,336_1_1
336_1,生殖/組織/皮膚 細胞,2,336,336_1_2
336_1,顕微鏡で細胞を観察する,3,336,336_1_3
337_1,原則を立てる/原則を作る/原則を守る/原則に従う/原則に背く,1,337,337_1_1
337_1,原則に 従う/背く,2,337,337_1_2
337_1,原則が壊れる,3,337,337_1_3
337_1,〜するのを原則とする,4,337,337_1_4
337_1,原則としてアルバイトは禁止されている。,5,337,337_1_5
338_1,〜する習慣が ある/身につく,1,338,338_1_1
338_1,習慣を 正す/養う/つける,2,338,338_1_2
338_1,習慣的に,3,338,338_1_3
338_2,土地の習慣には従ったほうがよい。,1,338,338_2_1
338_2,習慣/慣習 が許すなら、私は彼を抱擁したい。,2,338,338_2_2
338_3,〔私はここに住んで２か月になり、もう完全に適応して自分の家と変わらない。〕,1,338,338_3_1
339_1,世界/軍事/我が国 の地図,1,339,339_1_1
339_1,地図に出ている,2,339,339_1_2
339_1,地図を見て目的地の位置を確かめる,3,339,339_1_3
339_1,地図を見て道を探しながら行く,4,339,339_1_4
340_1,〜の一生を記録する,1,340,340_1_1
340_1,一生独身で 過ごす/暮らす,2,340,340_1_2
340_1,この恩は一生忘れない。,3,340,340_1_3
340_1,父は一生、私たち家族のため努力し働いた。,4,340,340_1_4
341_1,感謝の 挨拶/手紙,1,341,341_1_1
341_1,感謝の 意/気持ち を表す,2,341,341_1_2
341_1,あなたが私にしてくれた全てのことに感謝致します。,3,341,341_1_3
342_1,軍事/灯火管制/克己 訓練,1,342,342_1_1
342_1,実戦のように訓練する,2,342,342_1_2
342_1,よく訓練された 軍人/助教/犬,3,342,342_1_3
342_1,反復訓練を通して身につける,4,342,342_1_4
342_1,新入社員たちには訓練が必要だ。,5,342,342_1_5
343_1,授業/学習 態度が良い,1,343,343_1_1
343_1,態度をきちんとする,2,343,343_1_2
343_1,上司の前で彼の態度はかなり堂々としていた。,3,343,343_1_3
343_1,彼の傲慢な口調と態度に対して多くの人が反感を持っている。,4,343,343_1_4
343_2,態度が 真面目だ/誠実だ/傲慢だ/軽い/上品だ,1,343,343_2_1
343_2,そのような態度ではこの仕事は成功しない。,2,343,343_2_2
344_1,連続/部分的/防御 動作,1,344,344_1_1
344_1,動作が すばしこい/身軽だ/素早い/敏捷だ/はやい/のろい/遅い/洗練されている/自然だ/柔軟だ/ぎこちない,2,344,344_1_2
344_1,動作を 止める/まねする,3,344,344_1_3
345_1,交通/防犯 警察,1,345,345_1_1
345_1,警察に 知らせる/告発する,2,345,345_1_2
345_1,警察が 出動する/捜査する,3,345,345_1_3
345_1,警察を呼ぶ,4,345,345_1_4
345_1,警察(官)の指示に従う,5,345,345_1_5
346_1,観察 日記/結果,1,346,346_1_1
346_1,保護観察,2,346,346_1_2
346_1,動物の 生態/向日葵(ひまわり)/社会現象 を観察する,3,346,346_1_3
346_1,観察力が秀でている,4,346,346_1_4
347_1,月/年/付帯 収入,1,347,347_1_1
347_1,収入が 多い/少ない/かなり良い/増える/減る/雀の涙ほどだ,2,347,347_1_2
347_1,収入より支出のほうが多い,3,347,347_1_3
347_2,〔毎年新しいインターネット用語が辞書に収録される。〕,1,347,347_2_1
347_2,〔文書を公文書ファイルに収録する〕,2,347,347_2_2
348_1,戦略 武器/資産,1,348,348_1_1
348_1,戦略的 要衝地/緩衝地帯,2,348,348_1_2
348_1,戦略を 練る/立てる/樹立する/変える/修正する,3,348,348_1_3
348_1,敵軍は優れた戦略で我が軍を包囲した。,4,348,348_1_4
348_1,戦略と戦術を適切に使用する,5,348,348_1_5
348_2,販売/マーケティング/事業/協商 戦略,1,348,348_2_1
348_2,戦略的に 思考する/行動する,2,348,348_2_2
348_2,この事が成功するためには緻密な戦略が必要だ。,3,348,348_2_3
349_1,中年の婦人,1,349,349_1_1
349_1,婦人科の 疾病/疾患,2,349,349_1_2
349_1,婦人用雑誌,3,349,349_1_3
349_1,近所の婦人たちが集まって井戸端会議をする,4,349,349_1_4
350_1,資料/文書/文化財/伝統文化/遺物/種族/原型/犯行現場/自然環境 を保存する,1,350,350_1_1
350_1,保存状態は良好だ。,2,350,350_1_2
350_1,遺骸/遺物 がよく保存されている。,3,350,350_1_3
351_1,恋愛映画/恋愛小説/愛情問題,1,351,351_1_1
351_1,〜に愛情を感じる,2,351,351_1_2
351_1,愛情のない結婚,3,351,351_1_3
351_2,〜に愛情がある,1,351,351_2_1
351_2,愛情を こめて/持って 育てる/養育する,2,351,351_2_2
351_2,先生は学生たちに対して愛情が ある/たっぷりだ。,3,351,351_2_3
352_1,私立京都学院,1,352,352_1_1
352_1,塩城師範学院,2,352,352_1_2
352_2,〔医科大学〕,1,352,352_2_1
352_3,〔ピアノ/音楽/テコンドー/英語/ダンス 教室〕,1,352,352_3_1
352_3,〔塾の 講師/授業〕,2,352,352_3_2
352_3,〔塾/予備校 に通う〕,3,352,352_3_3
352_3,〔塾/予備校/〜教室/〜スクール で〜を学ぶ〕,4,352,352_3_4
352_3,〔塾/予備校/〜教室/〜スクール の 学費/費用/月謝〕,5,352,352_3_5
353_1, 正書法/ 業務/ 大会/ 倫理 規定,1,353,353_1_1
353_1,規定を 作る/制定する/守る/遵守する/破る,2,353,353_1_2
353_1,〜しなければならない規定がある,3,353,353_1_3
353_2,概念規定,1,353,353_2_1
353_2,〜に対して明確に規定する,2,353,353_2_2
353_2,今回の火災の原因が漏電だと断定することは難しい。,3,353,353_2_3
353_3,土台が上部構造を規定する。,1,353,353_3_1
353_3,意識は社会的位置によって規定される。,2,353,353_3_2
354_1,自然/物理/生命/経済/社会/老化/言語 現象,1,354,354_1_1
354_1,現象を通して本質を見る,2,354,354_1_2
354_1,現象にとらわれて本質を見失う,3,354,354_1_3
355_1,野球の試合に勝利した。,1,355,355_1_1
355_1,競技は我がチームの勝利で終わった。,2,355,355_1_2
355_1,勝利への執念,3,355,355_1_3
355_2,人間的/精神的 勝利,1,355,355_2_1
355_2,彼が今回エベレスト山を征服したことは精神力の勝利であった。,2,355,355_2_2
355_3,〔大会は成功裏に閉幕した。〕,1,355,355_3_1
355_3,〔生産任務を成功裏に完遂した。〕,2,355,355_3_2
355_3,〔我々の事業は必ず成功するだろう。〕,3,355,355_3_3
356_1,心理 検査/描写/状態/変化,1,356,356_1_1
356_1,群衆/英雄/消費 心理,2,356,356_1_2
356_1,心理状態が 不安(定)だ/安定している,3,356,356_1_3
356_1,心理的 安定/葛藤/衝撃/負担,4,356,356_1_4
356_1,人間の隠れた心理を洞察する,5,356,356_1_5
357_1,研究/事業 成果,1,357,357_1_1
357_1,大きな/期待以上の 成果を 上げる/収める/得る,2,357,357_1_2
357_1,特別な成果/何の成果 もなしで終わる,3,357,357_1_3
357_1,成果主義/成果給,4,357,357_1_4
358_1,直接/間接/普通/秘密/大統領/国会議員/市長/会長 選挙,1,358,358_1_1
358_1,選挙 遊説/費用/制度,2,358,358_1_2
358_1,会長を選挙で決める,3,358,358_1_3
358_1,市議会議員選挙が行われる,4,358,358_1_4
359_1,牧場で羊たちがのんびりと草を食べている。,1,359,359_1_1
359_1,牧場経営に乗り出す,2,359,359_1_2
359_1,北海道には牧場が多い。,3,359,359_1_3
360_1,危険/放射性/発癌/引火性 物質,1,360,360_1_1
360_1,この実には解毒作用のある物質が入っている。,2,360,360_1_2
360_1,物質の性質を研究する,3,360,360_1_3
360_2,物質的な欲を出す,1,360,360_2_1
360_2,物質的な 援助/助け/後援/補償,2,360,360_2_2
360_2,物質的に豊かに生きる,3,360,360_2_3
361_1,幹部/役員/全体/定期/臨時 会議,1,361,361_1_1
361_1,会議を する/持つ/開く/招集する/再開する,2,361,361_1_2
361_1,会議に参加して発言する,3,361,361_1_3
361_1,会議室,4,361,361_1_4
361_2,中国人民政治協商会議,1,361,361_2_1
361_2,日本学術会議,2,361,361_2_2
361_2,裁判官会議,3,361,361_2_3
362_1,支配 階級/勢力,1,362,362_1_1
362_1,ひとりの独裁者が国全体を支配する,2,362,362_1_2
362_1,武力で植民地を支配する,3,362,362_1_3
362_2,感情/環境 に支配される,1,362,362_2_1
362_2,いくつかの企業が市場を支配する,2,362,362_2_2
362_2,見えない力が 宇宙/社会 を支配している。,3,362,362_2_3
362_2,支配的 意見/雰囲気,4,362,362_2_4
362_3,〔合理的に時間を配分する〕,1,362,362_3_1
362_3,〔労働力を配置する〕,2,362,362_3_2
363_1,進行 方向/速度,1,363,363_1_1
363_1,車の 進み/進行 が遅い,2,363,363_1_2
363_1,速度を上げて 進む/進行する,3,363,363_1_3
363_1,信号を無視して 進んで/進行して いたトラックが事故を起こした。,4,363,363_1_4
363_2,研究/事業/手術/工事/会議/改革 を 進める/進行する,1,363,363_2_1
363_2,工事が順調に進行している。,2,363,363_2_2
363_2,議事進行発言,3,363,363_2_3
363_3,癌の進行がはやい,1,363,363_3_1
363_3,事件の 成り行き/進行過程 を見守る,2,363,363_3_2
363_3,大気汚染/地球温暖化 の進行がはやい,3,363,363_3_3
364_1,有軌道/無軌道/急行/路面 電車,1,364,364_1_1
364_1,私は普通電車で出勤する。,2,364,364_1_2
364_1,駅のホームで電車が来るのを待つ,3,364,364_1_3
365_1,指紋/虹彩/顔 認識技術,1,365,365_1_1
365_1,～に対する認識が ある/ない/不足している/広まっている/変わる,2,365,365_1_2
365_1,問題の重要性を認識する,3,365,365_1_3
365_1,～に対する正しい認識を植えつける,4,365,365_1_4
365_1,現在の状況を 楽観的に/悲観的に 認識する,5,365,365_1_5
365_1,健康が幸福の重要な要素と認識される,6,365,365_1_6
365_2,〔君その人知ってる？〕,1,365,365_2_1
365_2,〔この人、私は知らない。〕,2,365,365_2_2
365_2,〔私は字を知っていて写すこともできるので、少しのお手伝い程度はできる。〕,3,365,365_2_3
366_1,経済/社会/国家 の発展,1,366,366_1_1
366_1,その間、わが国/会社/事業 は大いに発展した。,2,366,366_1_2
366_1,発展的に継承する,3,366,366_1_3
366_2,事態の発展 様相/方向,1,366,366_2_1
366_2,事態がとんでもない方向に発展した。,2,366,366_2_2
366_2,子供の喧嘩が大人の喧嘩に発展する,3,366,366_2_3
366_2,ささいな出来事が騒動に発展した。,4,366,366_2_4
366_3,〔党員/協会会員 を 増員する/増やす〕,1,366,366_3_1
367_1,火災/ 核拡散/ 暴力/ 犯罪 防止,1,367,367_1_1
367_1,事故を未然に防止する,2,367,367_1_2
367_1,病虫害を 防ぐ/防止する ために農薬をまく,3,367,367_1_3
367_1,環境汚染を防止するための活動,4,367,367_1_4
368_1,彼は意志が強い。,1,368,368_1_1
368_1,彼は今回のことを成し遂げようという 強い/不屈の 意志を見せた。,2,368,368_1_2
368_1,心/意志 が 折れる/萎える,3,368,368_1_3
369_1,永遠の 真理/価値 を追求する,1,369,369_1_1
369_1,彼の名は永遠に記憶されるだろう。,2,369,369_1_2
369_1,人生は有限だが芸術は永遠だ。,3,369,369_1_3
369_1,永遠不変の法則,4,369,369_1_4
369_2,〔頭は常に丸坊主に刈った状態だ。〕,1,369,369_2_1
370_1,曖昧にまとめないで項目別に分けて議論しよう。,1,370,370_1_1
370_1,相手側の要求は10個の項目から成っている。,2,370,370_1_2
370_1,項目化する,3,370,370_1_3
370_2,〔不動産建設プロジェクト〕,1,370,370_2_1
370_2,〔会社は開発プロジェクトを私に任せた。〕,2,370,370_2_2
371_1,進歩/保守 政党を支持する,1,371,371_1_1
371_1,熱烈な支持を 受ける/得る,2,371,371_1_2
371_1,彼は大多数の国民の支持で大統領に当選した。,3,371,371_1_3
371_1,支持者/支持勢力,4,371,371_1_4
371_2,崩れた塀をつっかえ棒で支持する,1,371,371_2_1
371_2,支持台,2,371,371_2_2
371_3,〔労働者は１か月の間働き続け、疲労でもはや耐えられなくなった。〕,1,371,371_3_1
372_1,資格/運転免許証/韓国国籍/飛行操縦士の資格/単位 を取得する,1,372,372_1_1
372_1,卒業のために取得すべき単位,2,372,372_1_2
372_1,不動産取得税（住宅取得税）,3,372,372_1_3
373_1,経済/労働/外交/福祉/老人 政策,1,373,373_1_1
373_1,政策 論争/討論会,2,373,373_1_2
373_1,〜に関する政策を 立てる/作る/決める/樹立する/広報する/施行する/展開する/使う/廃棄する,3,373,373_1_3
373_1,政策が 成功する/効果が出る/失敗する,4,373,373_1_4
373_1,貧民階層に対する政策的な 支援/ 配慮 が必要だ。,5,373,373_1_5
374_1, 奴隷制/ 封建制/ 資本制 社会の成立,1,374,374_1_1
374_1,古代国家の成立過程を研究する,2,374,374_1_2
374_1,民族国家が成立するまでに多くの時間がかかった。,3,374,374_1_3
374_2,契約成立の条件,1,374,374_2_1
374_2,議員の三分の二以上の出席で本会議が成立した。,2,374,374_2_2
374_2,その命題は前提が誤っていたので成立しない。,3,374,374_2_3
375_1,大量 生産/消費/注文/供給/購入,1,375,375_1_1
375_1,大量に 生産する/購入する,2,375,375_1_2
375_1,大量の遺物が発見される,3,375,375_1_3
375_2,〔彼らは非常に寛大で度量が大きくて率直で純潔だ。〕,1,375,375_2_1
376_1,単純作業/単純比較/単純計算/機械的学習(単純丸暗記)/(デモ・ストライキ等の)一般参加者/単純労働,1,376,376_1_1
376_1, 構造/ デザイン/ 形/ 考え が単純だ,2,376,376_1_2
376_1,この問題はそんなに単純に考えることはできない。,3,376,376_1_3
376_1,単純にお金に関する問題だけではない。,4,376,376_1_4
377_1, 現実/ 学説/ 事実/ うわさ/神 を否定する,1,377,377_1_1
377_1,彼は私の質問に肯定も否定もしなかった。,2,377,377_1_2
377_1,彼は彼に関する うわさ/疑惑 を否定した。,3,377,377_1_3
377_1,国民の権利と自由を否定する政権,4,377,377_1_4
377_1,二重否定,5,377,377_1_5
377_1,否定的 意見/見解/態度/評価/反応/見解/影響/イメージ,6,377,377_1_6
378_1,異常 高温/低温/気流/気候,1,378,378_1_1
378_1,体に異常を 感知する/見て取る/感じる,2,378,378_1_2
378_1,変な/異常な 声/臭い/味がする,3,378,378_1_3
378_1,彼の 変な/異常な 表情は描写するのが難しい。,4,378,378_1_4
378_1,性格が 変な/おかしい/異常な 人物,5,378,378_1_5
378_1,株価が異常に高騰した,6,378,378_1_6
378_1,機械に異常が 生じる/発生する,7,378,378_1_7
378_1,異常なし！,8,378,378_1_8
378_2,〔どんよりと湿っぽい空気のために人々は非常に不安である。〕,1,378,378_2_1
379_1,室内/適正/最適 温度,1,379,379_1_1
379_1,温度を 調節する/上げる/高める/下げる/低める/測定する,2,379,379_1_2
379_1,温度が 高い/低い/上がる/急上昇する/下がって行く/急に下がる/上がったり下がったりする,3,379,379_1_3
380_1,海抜高度,1,380,380_1_1
380_1,肉眼では飛行機の飛行高度を確実に知ることができない。,2,380,380_1_2
380_1,飛行機が高度を 下げる/維持する,3,380,380_1_3
380_1,この建物の高さは150メートルだ。,4,380,380_1_4
380_2,高度な 文明/技術/科学/訓練/熟練/集中力,1,380,380_2_1
380_2,高度に 発達する/分化する,2,380,380_2_2
380_2,高度成長,3,380,380_2_3
381_1,叙情/叙事/大御所(重鎮)/女流/ロマン派 詩人,1,381,381_1_1
381_1,叙景に優れた詩人,2,381,381_1_2
381_1,詩人の 心/感性 で世の中を見る,3,381,381_1_3
382_1,冒頭の/議事進行/締めくくりの/攻撃的/暴露する/無責任な 発言,1,382,382_1_1
382_1,会議で発言する機会を得る,2,382,382_1_2
382_1,積極的に発言に出る,3,382,382_1_3
382_1,活発な発言が相次いだ。,4,382,382_1_4
382_1,言葉を選んで慎重に発言する,5,382,382_1_5
382_1,彼の発言はその場にあった全ての聴衆の歓迎を受けた。,6,382,382_1_6
383_1,反射望遠鏡/反射的利益,1,383,383_1_1
383_1,光の反射に目がくらむ,2,383,383_1_2
383_1,静かな湖面に陽光が反射する,3,383,383_1_3
383_2,条件/無条件 反射,1,383,383_2_1
383_2,反射 作用/行動,2,383,383_2_2
383_2,銃声に反射的にうつ伏せになる,3,383,383_2_3
383_2,反射的 行動/反応/本能,4,383,383_2_4
384_1,少数/単一/農耕/遊牧 民族,1,384,384_1_1
384_1,民族 意識/アイデンティティ/国家,2,384,384_1_2
384_1,多民族国家,3,384,384_1_3
384_1,民族が団結して試練を克服する,4,384,384_1_4
