word,meaning,order,numbering
555,近づくこと。間近にあること。 ,1,555_1
555,似ている。近い。近接する。大同小異だ。,2,555_2
556,地球上の広大な陸地。ユーラシア、アフリカ、南・北アメリカ、オーストラリア、南極の六大陸に分かれる。,1,556_1
557,条件や場合などにうまくあてはまること。 ,1,557_1
557,符合する。合致する。,2,557_2
558,影響が他に及んで、その結果が現れること。 ,1,558_1
558,光や色が反射して見えること。 ,2,558_2
558,報告する。 ,3,558_3
558,不平を言う。不満を表現する。批判する。忠告する。,4,558_4
559,わかれて広く存在すること。,1,559_1
560,惑星の周囲を公転する天体。地球を回る月など。 ,1,560_1
560,人工衛星。 ,2,560_2
560,中心になるものをとりまいて、密接な関係を持つもの。,3,560_3
561,はっきりと決まること。また、決めること。 ,1,561_1
561,(「確定的」の形で)明確だ。確固としている。確実だ。,2,561_2
562,気の毒だ。かわいそうだ。哀れだ。不憫だ。 ,1,562_1
562,みすぼらしい。思わしくない。 ,2,562_2
562,同情する。 ,3,562_3
562,かわいらしく、守ってやりたくなるような気持ちを起こさせる様子。愛らしい。いじらしい。,4,562_4
563,晴雨・気温・気圧・風など大気中に起こる現象。 ,1,563_1
563,気像。気迫。勢い。 ,2,563_2
563,情景。景色。姿。状況。雰囲気。 ,3,563_3
563,兆し。前兆。,4,563_4
564,当然行うべきこと。また、法律上定められた、しなければならないこと。 ,1,564_1
564,無報酬の。無料の。,2,564_2
565,物事を外から見た形や姿。ありさまや様子。 ,1,565_1
565,統一体としての機能的構造をもった枠組み。ゲシュタルト。,2,565_2
566,ある基準に基づいて、扱い方に区別をつけること。また、その区別や違い。 ,1,566_1
566,差異。異なる点。差。,2,566_2
567,物事が持っている固有の特徴。 ,1,567_1
567,(あまり良くない意味で)性格。気性。性分。 ,2,567_2
567,怒り。憤怒。,3,567_3
568,山・川・平野など地表の様子。土地の高低や傾斜などの様子。,1,568_1
569,意志や行動を決定させる直接の理由。きっかけ。,1,569_1
570,東と南との中間の方角。巽 (たつみ) 。南東。ひがしみなみ。,1,570_1
571,全てわけへだてがなく、等しいこと。,1,571_1
572,何物もおそれない強い心。勇ましい気力。,1,572_1
573,才知・武勇ともにすぐれている人。また、人にはとてもできないようなことをなしとげる人。 ,1,573_1
573,(「英雄的」の形で)英雄らしく、立派なことを成し遂げる性質。,2,573_2
574,法令・規則などを適切なものに直すこと。,1,574_1
575,理論に基づいて体系づけられた知識と研究方法の総称。学。 ,1,575_1
575,学び習うこと。知識を得るために学ぶこと。また身につけた知識。,2,575_2
576,活動の拠点となる場所。特に、軍隊・探検隊などの活動の拠点。,1,576_1
577,軍隊・軍備・戦争などに関する事柄の総称。,1,577_1
578,ある物事をする、しないを自分の意志によって決定できる資格。,1,578_1
579,重大なことが起こり、急いで対応しなければならないこと。,1,579_1
580,ひとつひとつを切り離し別にすること。 ,1,580_1
580,一部の。ごく少数の。,2,580_2
581,行い。特に、意志や目的を持ってする行い。,1,581_1
582,すでに行った行為について、あとになって悔やむこと。,1,582_1
583,帝国の君主の称号。,1,583_1
584,よりどころ。物事を成り立たせるもとになるもの。 ,1,584_1
584,事や相談、意見の根本とすること。基づく。 ,2,584_2
584,活動するための本拠。ねじろ。,3,584_3
585,食事をとる部屋。ダイニングルーム。 ,1,585_1
585,料理を出して客に食事をさせる店。,2,585_2
586,水平面・地平面に対して直角であること。 ,1,586_1
586,一つの直線または平面に、直角に交わること。,2,586_2
587,ねむること。ねむり。 ,1,587_1
587,活動をしばらくやめていること。活動休止。,2,587_2
588,力で制圧し、支配下に置くこと。 ,1,588_1
588,ある場所を占有すること。,2,588_2
589,他人の人格・見識・行為などを敬い、尊ぶこと。,1,589_1
590,事件・事故・災害などで不利益をこうむること。また、その不利益。 ,1,590_1
590,損ない傷つけること。また、損なわれだめになること。,2,590_2
591,気候区分の一つで、赤道を中心に南北の緯度二三度二七分以内の地帯。一年中暑い地帯。,1,591_1
592,限りがないこと。終わりがないこと。,1,592_1
593,さばさばとして気持ちのいいこと。また、楽しくておもしろいこと。,1,593_1
594,すぐれてりっぱなさま。,1,594_1
595,そのあたり全域。 ,1,595_1
595,ひとつらなり。ひとつづき。,2,595_2
596,物事や言葉の意味を考え、解き明かすこと。わかりやすく説明すること。また、その説明。 ,1,596_1
596,解明する。弁解する。説明する。,2,596_2
597,会社や団体などで重要な地位につき、活動の中心となる人。,1,597_1
598,空気の温度。,1,598_1
599,空の中。大気中。 ,1,599_1
599,無線放送、無線通信を通したもの。,2,599_2
600,相手の不当な言動に対し、反対の意見や要求を主張すること。また、その反対意見。,1,600_1
601,材料を加工してものを作ること。 ,1,601_1
601,目的のために前もってはたらきかけること。 ,2,601_2
601,仕事。労働。 ,3,601_3
601,任務。業務。 ,4,601_4
601,職業。働き口。,5,601_5
602,昆虫類に属する節足動物の総称。,1,602_1
603,ちぢまって小さくなること。また、ちぢめて小さくすること。,1,603_1
604,子どもが生まれること。,1,604_1
605,傷を負わせること。また、けがをすること。 ,1,605_1
605,傷つける。損傷させる。,2,605_2
606,自然に消え失せること。消し去ること。 ,1,606_1
606,なくす。隠滅する。撲滅する。,2,606_2
607,ある地域の西の方に位置する部分。 ,1,607_1
607,米国の西側の地方。,2,607_2
608,費用・時間・労力など、無駄を省き切り詰めること。,1,608_1
609,土地の表面。地表。 ,1,609_1
609,建物の底。床。 ,2,609_2
609,行政区域。地域。管内。 ,3,609_3
609,現地。当地。 ,4,609_4
609,地所。,5,609_5
610,同種のものを集めて分類・整理し、数値で表示すること。また、その数値。 ,1,610_1
610,合算。総計。,2,610_2
611,行き着くこと。ある点にとどくこと。 ,1,611_1
611,到着する。,2,611_2
612,書物を読むこと。本を読むこと。 ,1,612_1
612,勉強する。,2,612_2
613,主に農業に従事している人々が暮らす地域、村落。,1,613_1
614,ふしあわせ。幸福でないこと。 ,1,614_1
614,身内の者の死去。,2,614_2
615,武器を身につけること。戦闘の装備をすること。また、その装備。 ,1,615_1
615,あることに必要な心構えや思想、技術や装備などを十分に備えることを比喩的に言う言葉。 ,2,615_2
615,軍隊。軍事。武力。,3,615_3
616,世間一般の人々。,1,616_1
617,言葉の表す内容。わけ。意味。 ,1,617_1
617,事柄の持つ重要性。価値。,2,617_2
618,a代名b めいめい。それぞれ個人。,1,618_1
619,学問や書物の意味を説き明かすこと。また、大学の授業やその内容。 ,1,619_1
619,講義案。講義録。,2,619_2
620,数・量・図形などについて研究する学問,1,620_1
621,この世に生きていること。また、生き残ること。,1,621_1
622,ある一定の広がりを持つ地域。,1,622_1
623,物事の正しい順序。特に、社会を整った状態に保つための決まり。,1,623_1
624,軍隊の編制上の組織。 ,1,624_1
624,集団的な行動をとる人々の集団。 ,2,624_2
624,軍隊。,3,624_3
625,一つのものがわかれて、いくつかになること。,1,625_1
572,物をいれる器。いれもの。,1,572_1
627,物事についての考え。 ,1,627_1
627,あきらめること。覚悟。,2,627_2
628,ある一定の地域の気象の平均状態。温度・湿度・風速・晴雨などの長期間にわたる観測から総合したもの。 ,1,628_1
628,情勢。動向。雰囲気。環境。 ,2,628_2
628,成果。結果。成就。,3,628_3
629,刑法に基づいて処理される事柄や事件。 ,1,629_1
629,警察官の中でも、特に犯罪捜査を担当する人々。,2,629_2
630,先代の伝統、文化などを受け継ぐこと。 ,1,630_1
630,先代の地位を受け継ぐこと。 ,2,630_2
630,先代の財産・権利・義務などを受け継ぐこと。,3,630_3
631,個人や家庭の経済状態。 ,1,631_1
631,国家や地方公共団体が、収入・支出に関して行う経済活動。,2,631_2
632,数が少ないこと。,1,632_1
633,国家間で互いの権利や義務を決めた約束。また、その文書。,1,633_1
634,人間の体。,1,634_1
635,進み入ること。,1,635_1
636,簡略化していない本来の正しいやり方。規定に沿ったやり方。,1,636_1
637,電気の流れが生じる二点間の電位の差。,1,637_1
638,必ず要ること。なくてはならないこと。,1,638_1
639,目方・かさ・数などの量や程度。 ,1,639_1
639,重さ。重量。 ,2,639_2
639,重み。重量感。重要性。意義。価値。,3,639_3
640,軍隊において士官の指揮を受け、軍務に服する者。,1,640_1
641,ありふれているさま。特に、すぐれたり変わったりするところのないこと。,1,641_1
642,非常にまれにあること。万分の一。 ,1,642_1
642,もしも。万が一。 ,2,642_2
642,一万分の一。大変少ない数量。,3,642_3
643,上の人が下の者に言いつけること。また、その内容。,1,643_1
644,程度や勢いが非常にはげしいこと。 ,1,644_1
644,薬、酒などの濃度が高くて濃い。強烈である。,2,644_2
645,前もって予測した事柄を、知らせること。また、その知らせ。,1,645_1
646,物事を観察したり考察したりする場合の立場や見方。見地。,1,646_1
647,戦争に従事することを職業とする人。また、軍籍のある人の総称。,1,647_1
648,国家統治の根本的原則を定めた、最も基本となる法。,1,648_1
649,山の多い地。周囲一帯が山である地域。,1,649_1
650,存在するところ。居場所。 ,1,650_1
650,場所。所。,2,650_2
651,双方の側から相手にはたらきかけること。たがい。 ,1,651_1
651,かわるがわる。交代で。順番に。,2,651_2
652,国務総理。内閣総理大臣。,1,652_1
653,価値あるもの、尊いものとして重んじること。 ,1,653_1
653,礼儀正しい。厳粛で重みがある。,2,653_2
654,電気が導体内を流れる現象。,1,654_1
655,他の意見に賛成すること。 ,1,655_1
655,同じ意味。同義。,2,655_2
656,二つの数量の比が、他の二つの数量の比に等しいこと。正比例。 ,1,656_1
656,比重。比率。 ,2,656_2
656,比率。,3,656_3
657,わけて、くばること。配分。 ,1,657_1
657,配置する。配分する。割り当てる。,2,657_2
658,建築・建築物、工作・工作物などの材料あるいは原料として用いる木。材木。,1,658_1
